"Laikotarpis","Rodiklis","Pajamų, sąnaudų, pelno sudedamosios dalys","Ekonominės veiklos rūšis (EVRK 2 red., 2 ženklų lygiu)","Matavimo vienetai","Reikšmė"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","45"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","70"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","47"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","122"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","4"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","7"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","24"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","15"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","11"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","6"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","9"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","4"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","7"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","11"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","13"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","89"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","6"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","20"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","15"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","4"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","27"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","49"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","38"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","39"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","6"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","5"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","15"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","12"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","8"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","82"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","22"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","39"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","74"
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","33"
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","3"
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","215"
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","567"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","535"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","440"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","99"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","120"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","54"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","349"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","200"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","417"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","437"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","159"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","210"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","124"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","84"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","57"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","327"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","25"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","58"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","1107"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","271"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","50"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","70"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","46"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","52"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","91"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","116"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","143"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","589"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","332"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","54"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","62"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","297"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","49"
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","276"
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","602"
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","901"
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","15644"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","8802"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","12263"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","4235"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","9025"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-1681"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","2513"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-3010"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-1556"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-4431"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","8793"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","2071"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","7298"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-1328"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","9810"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","5976"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","16051"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","7884"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","11364"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-10555"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","11113"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-4638"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","8203"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","4250"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","21520"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-1242"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","10970"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","8672"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","12463"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-1637"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","7068"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-7876"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","5006"
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-9713"
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","17918"
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-10217"
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","12515"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-4329"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","9736"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-2056"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","11537"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","946"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","14756"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","1363"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","13789"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","4950"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","19323"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","7464"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","16719"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","6962"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-12733"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","-50"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Miškininkystė ir žuvininkystė","tūkst. EUR","5970"
